index|value|clen|ws|data|validation
90|381666|76|6|unattendant passionately misplead dismoded uncholeric semiproof irremediably|a33903892aa7dfa37e0ffa35a9fd6b6a7e1ccec1a41e144c1158ce39b743f494
91|809828|71|6|unnaturally servantry protoreptilian Nipponese fairily little saltiness|689e26b1ae86e8ec20d36bc1d31d8c59eac936d8396192aa88a69c82986695d2
92|483642|71|5|Pleurodira unnavigableness overchurch dualistic cyprinoidean Delesseria|c7c055b5fab7406f4eb621fef20cccd93a2a292dae529774a946338eb42b06ea
93|217631|81|6|proinnovationist handmaiden blazing grandparentage tuan subelementary insistingly|846adeb33f1c8c13e9bf58466d9533862d010e2bf6590151e604c42b29e4270e
94|171143|73|6|unmonumented unpennied heartedly Sarcophaga prereview poaceous christened|eb614f10295b9a8de644a76d948078a97ac86eff416c8d58b2c2d5e9842a3a15
95|964816|33|3|rullion aphemia tyrantship evulse|e557ffdc74b105251e5bdb723d1ccd97d49c1703e65d01e58bbef445503f0723
96|102057|60|4|hobbledehoyism autarchic Rhaptopetalaceae tendour surrection|e328a80ff0efbde4409292a13e8464cdfe08ec63e5e2ad4d2ff75d6c0e35bbaf
97|780944|70|6|foment impenetrableness vonsenite dipodic oleaginous bedebt ulceration|8d4cf7e6a694fb288a2c5b5df40712406f6930efc941063c319a18da1cc6ae6c
98|176018|56|5|cabalism inerasably tonyhoop ani seromaniac postsaccular|cb22de1497982f7748d725f5d8786b5fee439982ae2ce711c1d1b7f6f81ea641
99|887650|62|6|closeness borg schindyletic dodded Xylophaga bockerel unwisdom|993b9dd9d506c9338e9896d177ef3dcbfcd33004439c44602e710bfe5b76ebd8
100|329419|49|4|stitcher Camestres shanked perfecting reanimation|59286ffb497a532b227f320ff3c4c90c72635eb09f9772db4c0618c080566f9f
101|262991|47|4|uniformity overgrind concoction tanoa autovalet|88bc62820569044158a9a4f6f17f37bf7dd41e6d44581e8d95b96743a408e34d
102|730184|62|4|Edwin tillot superserviceable unobtrusiveness Vespertilioninae|a1a2e15236540cf409eb79374fb880bf15c40db950473196e69552420e5856ac
103|646994|45|3|chevronwise abigailship chloroformist wakonda|f0ff9a4b1711fead4a89d49e292795454346d44d13499121b88b869a7f32a758
104|340960|65|4|tetrarchate Podocarpaceae stug protopresbytery costodiaphragmatic|ca628d0712b2746ecd2861b295a6664e9a801dadc88813f3e07fce68784fb0ed
105|584363|61|5|undiscredited netcha ungrasping quadragesimal Mordv carkingly|e3085e8e6f20b8358db02725b879fb14fe5f222f19acf13dadc1e7f94fa1ff1a
106|202994|61|5|coccidology outdress Aporrhais unruleful cornule blandishment|60745e4befd3539307294acf9f73c388f9bedc29b68a3aec7ddb066ebbf67da3
107|484499|50|3|miscellanarian Tournefortia nontextual telocentric|a48c23d0fa9d1651cbca3962410fd41c3dbd1ac91e73f10ad223f4bdacd22ff6
108|322516|60|4|stegocephalous invisibleness priestship aurate supersensibly|93ba78adf46e445644489b6c6650767d90163ecb2b3c1601c15391f549e5862b
109|474789|57|4|hamperedly unexpoundable clumsily eyesore housewifeliness|2650c4b0b4d72ad7530c748903434f322d6606d4ef33a1930a770d88714470c5
110|974283|46|4|Stipiturus clasp impostrous attendancy bumpkin|9ec2eb4c8ed92e8fabcc7d27ea8e3bfa0bff1a2733c0309c6ec51d35fc1e24d6
111|292069|73|6|overillustration cupidone recallment unreconnoitered thyme Empidonax penk|34b57ea3363c5cce7e5678ebc14db366ff670649ef9f62bab8f5f0b9e7822e97
112|972239|67|5|sublieutenant outcure acuclosure probator perjuress nondisciplinary|c4242851c11a2273104c91d757fe7f525a18d0bb2a07e12e57bf118ddd019499
113|148249|47|4|unconvoluted nolle cunctatious roddikin hateful|17992367bd7bc708ff3c6c0b95ba5fa6e4b72040429ff0cc242b234fb1fe8d94
114|905813|41|3|dragooner uncitizenlike Quechua lavrovite|10ffd7db20fb807900c7edd01f8a1971b390bf57c18f7727e2c8e3df4668e351
115|890246|69|6|Gomontia Prometheus bebay maenaite Tylenchus unpreventableness wurrus|7643fd59ad1a8d2d789aa115551e23b32830e4f570fd7d8f46009bc40ae92146
116|519131|55|4|superioress unportrayable Talmudist Garrulinae antinome|c469ebe35e1b7f1d8284fb5e4172927a1f2c8a3955aa3e2e87471c8497510424
117|459831|61|5|indirection Ruritanian pseudological cammed can subdistichous|c2e2e1f4152e218508cbd6762ad16457bae60f17bd894b5e9db91af67c1c5a5a
118|581232|42|3|colonizer roughhouse Polymixia Paradoxides|17d56d0a85ee960021b02b55a782b55b1e80c27587a76e67c88ad13ca3ab389f
119|607435|72|6|canebrake mosasaur Oldhamia interdistrict Physeter vilicate neighborlike|8568169f7bbaabc9208eba3f6ec4167b7afbca0199b7ee0312cedf53fd1b7b44
120|933678|44|3|widdle Nabathean familiarizingly trapiferous|cd48ac12d01af283c5398e232c657add0984ed6e5c2c54fb00300200db60155c
121|254060|71|5|pleiotropic tatterly unbewilled Corynebacterium tetrasepalous shredcock|e89a0ebaeef9c28650d1f7224376e6b20539857ecf08b0411a1233e867dac974
122|793813|86|6|cytopathologic polyphloisboioism undiscordant physiological suddenness bougie jeremiad|e6265648052037ede8561041415d232cfb1b25dd2911d8016fd8714278c8dbe5
123|781143|35|3|cherisher dogshore mission pectinal|1082b11ea007c69423fefdd468d2e7a8bb1051694e1996ac58f970a4e393fae0
124|926190|58|5|scrubboard uncentred armlet Myxomycetes midrange randomize|1295adb5c3dd680118070e4fabeb318f66ecb47fa564c70fea2ece2b22264d27
125|210516|53|5|Akrabattine latest desex polyonymy desugar nonopening|6ba1bc4b590101d3b93c4c3d8fafa12b2bc19928041695b6036ec2bd5b1d3f5b
126|144370|37|3|palule tolly unplugging valerolactone|a46b6455522fd4e37c213b70f507258b10a41fc5424571ff199e45805a4cd201
127|623677|72|6|merocelic etypical coherald celiocentesis searchingly multivalent trepan|3bdf4699fa3845a8210dbddc38b323cf5d4ffe68195d739a1bbdd860d6540bc1
128|469812|71|5|ensnaring shirakashi electrotelegraphic rhythmopoeia shive semismelting|e7bff63046a1d7a68513fd7f342a5034c6f9ee4922873a304b359f470c070e9c
129|726242|59|5|predine quadrilogue bedeguar yachan thrombokinase Tinoceras|6d7c783474310cc1995ffd3c630b5fcb7ccf62ca2f3a0980550b5e3b2c239beb
130|406444|63|5|benet drapping mascally maxillopalatal fornicatress stigmarioid|4e66b7e426b1f14b5f113e8c69aa35331861dd305bd6baadeab111024055943e
131|425738|44|4|nitratine sargasso bricktimber bask laborite|65e55f90746d36884f2f9e5d9c49460a9b28b4f47a2dc0dee7067fd8a97b2fe3
132|469638|69|6|chalta hierolatry arthrempyesis refraction sugescent talpoid aftergas|75cc02a929a9ef59ec084844f087850b8b488f0cd06b3160eadaed4d8d831900
133|136804|65|5|unpatronizing fogeater bauson ichnographic sickliness preterminal|d1b39bbd8b97f32ff475fe242cabe9e7e127430ea5816e692fbefcd59868034c
134|412079|47|4|Koipato thiolic centenarianism plugging deadpan|376aa0e561c9fb845f173f2cebfedddb030a3046758661bc9ee1d0e1005712c5
135|261980|46|3|grayness recomplicate sarrusophonist Saffarian|34b604062e7f48748f838b269e4066af25787d176731d4e3262d5c3a1499b215
136|833164|72|6|Macadamia subfossorial chicanery nagster lunarian nonrevealing Amerindic|43d2f52659de109d3a42f9f088b40ee94b6e5045cefbcc7ce7b1ed53bdc47efd
137|612050|54|4|papyrology groined Jonahesque clavicytherium electrode|95af2216d90d725de180c3f6264f0ddaa0de9b3e404061957842e897cc370788
138|339011|67|6|cataclinal ichthyism granulet ultrasimian diplomatic tautaug Margot|969fadbb72fa8c269210f78746bdadfe60a36736fcb841079c6be043473c5f61
139|990713|54|4|Clallam ferrumination timocracy ungain overcompetitive|691cba17a04901ea544ad7b8b1fe394e4b54ba56b362183ece00108bd72917e5
140|244898|70|6|indane groover mechanistically Heteroneura contort scrupulus picksmith|463738a7d036c33463efcd1bd51c94395471e258c6fd823cf7a560d5d15dd2d3
141|912566|38|3|Chablis overbreak hemophage nonabiding|3329497c662a85811a90fce5812c68ac3ca5681bb55fce0a2484cde538682069
142|475618|38|3|amphicribral Naren acarologist Alundum|655c2b58c69591751f15e9ac35e166bb3e65f83057f9fd77ffad8f3f087c4b95
143|526735|43|3|geopony squibbery nonregenerative planktont|32adeadb4ccf449db27ccd54fc3937684f499e7d0e12de00a9b70b01e227fa17
144|572903|77|6|chauvinism overchurch flaser unappreciative consentfully coenthrone recompute|40864c2c374893f0148b3edc3c57c8e4a029c06e57ff5bfc524cb17ba68f3805
145|893327|45|3|obsessive uncover cervicovesical polishedness|a4b42d1ea71cad8fb03c041efbb80a1795b35c8c84f969f44654ee2df8c0e602
146|987483|67|4|spherically dextrocardia centrosymmetric sternitic sphaerocobaltite|ea5c373f39f759cbeb4797bffc3b47e0b1940df641247c158be1e174ec55d80f
147|555141|53|5|bleb Rhonda Russine Solenodontidae allemande gnatsnap|c8ef14d5cff62cd4697e34b5bf8b904f950284385e46f0f5866571f6896fd64c
148|567461|51|4|apparency unpaving carbethoxy withers semisucculent|774b6e20784f744d677d8897063de195293119b392572bfb0a2cfa5544504eec
149|730327|60|6|its publish pseudhalteres lighterman doggish unlousy azumbre|77e08cf75f8123e06cf8ffc17b043447b00748521c6ffa9ade4bb2876ee45a58
150|556984|48|4|hepatite heteraxial detersion Hesione moissanite|77d2ca7ee4540d172ebc62ec720cb16bc8e7fe12f6f3187e61715cbf86f0bb0a
151|230709|67|6|lexicology Murthy separateness mooncalf conclude touse unprovokable|3c7b24c2526a8fbc44afca2e802d81b0c5d5b32930097bf391baafbc4b08f6a4
152|881811|30|3|forwoden apodan torturing film|36fa4d1a3db3a203f1a570ba54015f45337c52414162d83690760094d6d1bbde
153|615917|40|3|smudger Deiphobus saccharimetrical courb|f753b220eaecc902102b84495fa95ba0d24cc62a79b3d7b113c31d6dc170b1d7
154|569837|41|3|salable gesneriaceous underranger descort|3fa9846b12828d718bc87cee300d8c718c223bf95eb2f800e67cef1dc6112963
155|946137|46|3|adipous consecrater residentiary overassertive|4c834b558d0760835b4175e177ff0f1e657cbd9e9c807a4923cb3a94b3391498
156|341672|43|3|quittance fundamentalness coude corollarial|5ad863c7fc614b1caf72c6b06be2e6336d9be7fba429beac4d124868ae0ee857
157|614853|70|5|misocapnist Clypeastridea tautology Pakistani untravestied scopolamine|dcbf31154efa5562092aaf25894b7c5e67e2de46acf2d2827df36aa560a50ee3
158|152128|52|4|moquette unenthusiastically rarity unsickled bedtime|5a86f9a17d7a1597e61cfa87f0e42d990e9207372847f9906d823b9465aadecd
159|639259|65|4|overambitious dissatisfaction osmotactic burniebee gonystylaceous|98848abc44634cdc31df4c91adb7b5a0620e43d5b7d7078e1f64524aa4922800
160|820233|78|6|subtility relationally postumbilical preachify informal velveteened tamability|ffae42a2140ae8731f4ac3bb9353734432a9b7e8c135aec779fa19a0cb10521c
161|460267|58|5|unmeridional stragulum donjon Achras Metoac undecipherably|08bcd2d681574194dd9d2080d58b3365c06b8aa42721656079ccd9239de616ce
162|995695|56|6|aeciotelium Thad peritrophic Edna manufacturer bogo Arya|27f8273ed95889f884aebda739ad5e3f53f5726174857a4e0d8f387d724ee886
163|386714|65|6|wolfkin epulotic gawkily underpose nonfundable unkindredly trocar|530fc18bc693d1525272dde648d726f9f49f317b73730ada56ba40d4eca8e0ba
164|641753|77|6|plurivorous exorbitance Pickwickianly Thiobacteriales sunshiny violable cocco|69c54c211ad6e54f0a722c97ddccf3fbb36bbb25652570026d56e38b1f0cd537
165|504696|52|4|asperse fossicker linenizer womanization antibigotry|a45a27a8ba47f586f958cbc7ff53c2e7ec1dd5eb11d0d98ec451ddcfb8365b02
166|982335|70|6|amylin strent rectilinearness wrestle sympatheticity uncome libroplast|b5535d77f72026b590b2e87322ecd721896e79e06c80ca20635accf6c5ca7570
167|592382|75|6|stylet leathern brocardic phytochemistry prisable deteriorative heptastylar|0b29324166b4920ef7155c24fb0207f64c5687f5ff693e0bb7f4cb53f2041d07
168|212547|47|3|puboischiac Actinistia odontalgia bathyplankton|6c0956dd09fb7b8c2e84eaeb49edc3cb1ac7b40474c766cab908d6c5f1ffdcf3
169|402027|76|5|graphomania stramash afterchance homeoblastic dentatoangulate conciliatorily|d030c1e411697496cabc400f6c6a8d94eb269511f3813a072baa0ef2be62a6aa
170|617667|35|3|frase marcel plumatellid thixotropy|37791de167edd275c5ed3fb3211a1703b2d3afc1d88c51a16067ab2e8eccb6c8
171|700311|49|4|doctrix pertinency screwdrive astonied pediatrist|a4c9554f6517933490719c100cf214945d67f09d681627b1c903ce40557c2149
172|272519|36|3|gaining diaceturia shambling pyrroyl|91580c96227c35019ac87105fc97b9adce5d8bebc8aa1a0981b43e26baaf66aa
173|809700|46|4|trapeziform restimulation ureide hair prophecy|bf0bd3ee75a503103d83ca3acc08055e31c81286176e5aed06cd6b33aba22a3f
174|355533|38|4|rightward pilulist usward ballow arete|c263881cae4dc141bbe13d48d942112634831ca44b10936c67480f3884d825e0
175|793010|49|3|theriomimicry hainberry napthionic recondemnation|0d2a36fc5b02ec338a85177df37b17cdb5c32db1085f15f766cb44fbfa8925ed
176|824523|35|3|Heraclidae gloea gant nonregulation|9a08c0cfc584667d9eadbc52bba7488cc2fe94ed3cfcb8d6fd07eba8726bc2c0
177|515345|43|3|ochlesitic Adventism traditorship sublimate|cd5c455bdc9025eef291121859f108ca143bd32f7886dc35cf6b9865b05f0435
178|210582|48|3|quasijudicial betaine hydrophoby antiutilitarian|0aff422fcd21b7da24f1512a6dd3e793bffc1100890543f7cc8a95da35539959
179|680244|40|3|protamine Tortricoidea biprism mechanist|3b3822a067197ac0081c450aa38a6d2831df30b451cbf4fe60ab583206d9f22a
180|552132|32|3|pasgarde errata confix physocele|24be1ec60ee6660c4a02c5b88a148925e31f27799554f1b80847f92ba397130c
181|313591|65|4|hydropneumopericardium numskulled costumery subdurally birkremite|ecadeb112ec04cf99ec44247a600b2955fe6b00d6f0f361e56fecff6aad9bdfd
182|251528|77|6|causalgia aeolsklavier quaverymavery Dinoflagellata carrotage stubbly conchal|c012aff99ef982ee4c2e01a4a7178c02d1e27472e911cb58ff3bbcde954cf802
183|243164|35|3|Junius callower aculeated appulsion|daba13be9ea89161a1ebd115e03a422fc22fdee665515f356fb08dfddd942dd3
