index|value|clen|ws|data|validation
111|297794|49|4|isocline unjoinable baccated synodontoid cleavage|6df4d9bfaa019ce1fe5b7d437fc85993f272bfc9ea6f94fe12c294ccc71846bb
112|890677|62|6|puxy Phororhacos oleoduct ghostology pumiciform epivalve tical|006682d2db78b2a2fe456a3356951e3c6ba6f8c2ea23b75a4e3923c23e1bb663
113|582848|63|4|Greekdom Fraticellian nosologically oleomargaric intermittingly|ed4e61b45421bb575567b99f8d87e72368b8900b1e61f8579956acea2a8f5213
114|641251|70|5|unimportant proconquest crosscurrent revaluation impetrate pyroxanthin|fcf1fbd83fd4fef5886fd1b8e35ac09481d6038efc2f7f59b0da0184f19a4dd6
115|619898|47|3|tetracolic northeasterly inarticulacy carnosity|8f3b88ff282f4972e21a842ecf935d26b7c306718d2a9611eae7f16376b3d976
116|805651|76|5|imperspirability paradiazine barrulety theomancy countermount galacthidrosis|88b463c159dc6594b32f1ea0e18088f2d7af2d202a27f4ed59e1520ebe8dbecf
117|145435|45|3|untriumphant burgomastership unpin nyctinasty|25aaed1cdcc56fafe90afa648c90304c9a823cc19647e61d031c0789acf05023
118|242010|64|6|ungrieved metaloscope podogyne beguard mournival tabut Carthamus|81daaafc96ef875a2d8dc13930046b850ffc0070884acda25995632d126eb13b
119|594827|50|4|prosector lupine Sharon intransgressible wretchock|7e9830128bb56cd1a657c3ebd3e3bf5568ce2bc4d0c5c1dc5a56c495f866e758
120|548081|36|3|modistry woodbind alter overmoccasin|0eff06ca1c00993256c7318e22c5ac6ef0eb4878d2aed5c3d3002a80fe7ae1e1
121|271199|80|6|jargonization ptereal heterocellular Notorhynchus rhodanate Gymnoblastea overdue|0a90157a2f8188a9e22676eec0bca65289f0d94d1bfb7e99f68ffebf82e70fd6
122|974520|63|6|quadratum Evodia Mitua Timote troutbird cultivar discontentedly|7e9f2174d3db8a1a667b197d6178df623222989a22a889a637cc6cfd1c2b02bc
123|810676|45|3|torticollar secretmonger sylphidine condition|07b323e159acbbd83f1ff422f9bf7285d0b988f82c3c1849d5b1736de9bcc5f3
124|716184|76|6|fusht paroeciously benzalaniline Primulaceae cuselite tipsifier maintainable|70b417b6c8f61ec67afe64f5629325079da555e9811f21500d4c0ac697cffb4d
125|889855|48|3|snowshed reachievement calpacked Protominobacter|17e86844a97bd4af92a7dd7fb73e743b51793d8c3071975427b7b4e9bd9f2c37
126|620896|45|5|rapic celiorrhea Mycetes enshawl gens bufidin|3671eee68d793abd76e4a4c2016a439ced88b279677a87225276e92d630a6597
127|681885|72|4|pseudoappendicitis predeterministic residenter extensionist fallaciously|4868b4173b65972b41cbb660b59e99d5a5af9e008793064aa2b9f560d96ad59d
128|527777|34|3|cosech pregrowth Mucker lymphocele|8d0f0946b6af85d035e4c589c799f6a5d649f04cead57f20d3d5426bdd919899
129|378372|67|5|fourfold appropriate outlinger perisplanchnic internist panmeristic|ffe96f81b197a59c20bb8860f231ff02d3a1024d9a431541d756e104cd495ab0
130|162810|60|5|gunate galapago nematogone chiaroscuro esocataphoria bristly|1554cbfe23b8a07ce43e83f827270f1bbbf0fac80ca0d9f4550ea5ac4191aa67
131|903528|57|4|superabnormal kittendom braccia disincorporate Portunidae|b6d62a362289faae549b706925e660476ba78dc885d3cc30e913f0ced7eb57e1
132|144118|48|3|forecast electroanesthesia tyrannically prohuman|0d90bc8b002b3436408ea3a58da9865181f96cfcc3f1e912d3a07bb5a6c686f4
133|548381|42|3|presystole groggy autodermic antihemolysin|b2a39fc6d3e676f707a31a55764b5ad3664d0b1fd8e1887fc6d253fcae06500b
134|713591|42|3|innuendo tartishly gibbergunyah verifiable|7834076a61cf4e533a671d88e1009a32d6e883230afd0e67ff41aec2836a6440
135|560455|52|4|superfeudation retrocede exostra Bambara pythogenous|c138ef16657d15cc953f0df1ffa1e413d117d26eb7a8c13b3eee5debf984602a
136|687652|68|6|candiru lysin unartistical ankylodactylia stipply desmon Homerically|23b15be60dc546327513031cd7fdbf5691b3565f609926e3614e564235d23421
137|981793|52|4|opisthodont submental sororal jarrah distinguishably|c22f7c86dc54f192e6965a0b5a60f540ba41f30163e3188c723c615993fc19dd
138|112992|62|5|vinifera realmlet preimpair postponement erythematous nubecula|19b395d113ffdfc3617b19c6a893a0b3400d4d0c39c70568c491c6989a789965
139|299466|52|4|assertum somberness numismatology poultry canonicals|98315d6f8fa91e79375885495edc762566d5f5a30a272d81f24f97d53840203f
140|192661|61|4|triflagellate Amazon felsosphaerite automolite reversibleness|32374c84f7716907ae265599d1606dfa2c111966155afd0f6f9da86c7a58045f
141|132255|42|3|Acipenseres saporous sittee overbitterness|100d206c8a9fb8fa52c2e2511c351be2bb924ca38cd7835e0ce6c96c48243999
142|271888|35|3|unfumed preallowable Isthmia sopper|60e60e2caec9abcd1fec6cdc86d6e1a634b2ab6d7f21db84904ff6dab80dc380
143|231629|72|6|ectoblast unindicted nunbird encowl nonadjournment Nummulitidae ambition|cd3c8c8385455841601223d98a545538a660780062f5d31ae520e76289d1a7e1
144|639397|81|6|octosyllabic overdiversity archaeogeology chiromant unwailing causationist Alumel|7f40b381807d1765abbea3a686d1909a48925167aacec1cfc92b91651f63331f
145|458066|51|3|trialate antiexporting reincarnationist trafflicker|17f370feecb39d300763943be093b2146aa78b90777dcf68fe653ce9307c9e49
146|114557|46|3|Holocephala coplanar conflictory speleological|66d3ab28e0f82edaa5409a3a09b03e5eea4b6ac340aa26231d75bec77cad5b0b
147|716747|47|4|attire unskaithd niggerdom fireman dirigibility|fa2c5c34ea67378d97fcf6606dfb213bb98210f4ba018490a082cb290c8fa8e2
148|607223|49|4|quincunxial outpoint comity nonauricular anatexis|ebe29902139c17b051673215010e26c92ce751e42f4c3ddd93155f8e871fde2e
149|670314|35|3|jugal somatotropism reviling droppy|dac4df04147b6dc9db7012a5a2d21ba92fa99b07cd0d63b45fe6833cde47af17
150|662106|77|5|Chlamydomonadidae Notungulata cephalospinal objectification digitorium Stevan|108b7705c5c115fa29724cce0e6c7c549d12ff1dae80a99a4e0c8f3df86656ae
151|648742|66|5|miasmal therianthropism geostrophic obviative elemental skewerwood|ac07b0c9f173fe835a83f173266b959565f96615954eba2a7b40c068a847ed54
152|215209|37|3|strangulable whelky velocity kymbalon|234db2f3b834d453ecca49698279c2230262bf3e57de8688adf085d8ac604d82
153|873209|73|6|stoutness mariengroschen extracurriculum Theopaschist balaenid Kees sprew|42aa697621e76e951fa010c14751b0f38eb112a9033b98ab82607cbc31f57b00
154|230162|77|6|loggat sinuatodentated Simeonism pseudopregnancy Parnellism misprize unexpert|acf6d8988f8b3c12f968953043b98b5b3f07efe3a743cfc5e68d5f698084db28
155|923555|47|5|unjealous Miastor Houstonia canmaking lagen pyx|ec6f2cc4976ff02ccd99e26a2da8ff23a3e956b05c271baa40cbc7d499c13d9e
156|958296|62|5|reactive weavement spurwinged gillotype vowelless ophthalmitis|c85aa1d1975768016a59b215a77086d0ba22a1c9bd50978e9fdfd4fa12ce97dc
157|642431|53|5|blighty Lepidium inerringly pistolproof product alure|e4eb5ac68c33343a5bcd2c0836ba31d410bd2637d7c18446eeeb815205930819
158|144994|59|5|muncher uninfuriated molendinar alltud spontaneously acumen|599524bfc065cc2300234e8a2b2c9df66fb5e6170d6c7b10195ef79dbf85075b
159|899007|54|4|pretariff antebath overwoody hypomeron sulphophosphate|c52c857098dcdeea3b64434ab661e18360a995cf14e082a8983fd001f245fb27
160|589771|36|3|Gymnorhininae testicle dreggish Ilya|0b1c65f29b505892f41ebf3fa7edd1458cb5fa40dada5356b6288d40bc5a80d9
161|436946|79|6|sauropodous pneumothorax feverishness cevadilla leawill unpersuadable pondering|488d49779e8b45148b1439d19d43dfbea47d6f93da836bd9549d8122affb868e
162|891283|63|5|wildishly nematode reorchestrate phylarchical interwoven arigue|58cdaf4135b21137a24d40c70be13f774e97ce640d3bfa390e11d0085aaf37ee
163|693714|50|3|quadrinucleate unimbibed polysyllabically Achamoth|97abf819e92bb3dcdd3c4fbddcd2ff22729d80bbd29bdce71b52a66a1bedc6a0
164|220643|57|5|autologous rhinolith regulatress castrater mastalgia aune|63f97e49b1d9133c42fe785781faffcdcc8ef06b7d37ac69b30db19094571718
165|447373|50|4|Erithacus microtechnique pouser Rhabdomonas supawn|2d13986fcfd923ed1d246461adc45dc9a4d3685d7bc4d743ecc9ab6be4cd9545
166|589358|78|6|ctenostome metachromatic cliffed unlettable bonetail transcalescent propension|4f5951e44c75878d14091b2ea291d8968065c391275f7bca9fb47a03e7743432
167|877826|52|3|hydrosulphuret meticulously wicketkeep sclererythrin|14c58f32e076446867b35c690c3d02b785f0e1ce248a2ce0049994eb4be8883b
168|794789|42|4|thewy misogynism jumbly lametta unrightful|243fd13daa456702f7bb9aeb5cec0428862b2fa0a891d89cc12567f778b1748e
169|529375|72|6|imperspicuous puja Titanosaurus dorsally scarpines florescent othergates|000511fe208717231703e2ca5cccba451b6e1453166f881db8e27139406c2660
170|949551|70|5|Atriplex prediplomacy nontranslocation anxious inclinatorily vetiveria|767b831a272cff591966252f5e2f1781c61203a80aa75b577211cea664925f59
171|149592|81|6|backstop graphalloy Troglodytidae erythrosiderite draggingly gerontophilia cabala|96086caa1d8de92f872cacdcc43493ac72e1f84a5bff016b1f4046601ea16393
172|719151|32|3|zarabanda bedolt clarshech varan|369d58de3c4fb7d75373fe5b6403ef7fa468cc0f7b32b6aed8cc9f958d804c01
173|922072|58|5|Zosteropinae milvine copperish confessionalism rix Aspasia|b457d798482ba247a55a7d2b97e7a4467ea1ad431dd69c2299c424e75ffe91ef
174|668852|30|3|rhatania osmosis wur eelbobber|c13dafeb35e0556c2758fb39130552093a062d82d317a1007c60ec57ef07d563
175|597016|72|5|oratorlike preobservation remanency nonauricular Halosphaera Masdevallia|874b289420b073a7955c8f890d74eadd707e53b343ed868e16ba4c7969db0222
176|437013|58|4|inspoke misconception repairer psychorrhagy neuropsychosis|6dbf3a2fc9579edff108a9950b7444153f42e34679a8d9c3984e9a2dc983964b
177|273571|61|5|prerealize idoneousness blacklegs tonalamatl guttiform beamed|922bd22237282651f6002bb8da2f29ae3ea11225b81dfda86527b24866c0ba3d
178|112458|57|5|disaffirmative hyenoid obvoluted mangle takosis abthanage|39ef3fd3401770ce1dd36c905bcafe9999c21ab63d1a97a33d180e27c55a3d37
179|491019|66|5|coassist Rhynchopinae Cariacus determinator fidation thrustfulness|a21a8808ec22ac928c36ca539e1dc0daa25ed7ac3a95c629ebcdc544ee81c610
180|212866|51|5|ticca lampas Warden unbeginning slattery trespasser|fcb46fa6bfca5a710cdd37edd9381a043baac85509fb6a650d5d8b20449b5073
