sequence|TLEN|data-a|data-b|validation
19|22|perfectibilism|aardvark|8ebdc406d9c6623ab0cf3f95d681d5d256973f1d191935c9f22bdf162fb9d0ba
20|19|chicory|thiofurfuran|c31958ec4b400a4718f261f85a02bfbe8d6c660b8e100e95ae9289ef51d28b9b
21|21|roosterless|protracted|f8c2c083328c846f167b09a75bb5ee4d5f14433e3e6e49a76103ed4b3f9372f4
22|14|Skopets|placoid|7d93b5b9ed77f6dd98298088f4a26476349a76b4e9c486af66c5e3f51bbdd38d
23|26|ecclesiology|unclericalness|a44ce515858cb7f63be0a7864dbec3a0364f44fba67e3a423dbc05bfcb11ee3a
24|16|randing|isophoria|d90dda1e8c74951f80538fe4912941dd45ef8ac4a738c2adef6d738f41ebbadb
25|17|outspend|jessamine|0cad7aeadf43d58d9b1e268ac2cab1f884b2a22c6624d934c42a12ea3ec51a8a
26|18|empoison|Haeckelian|2e53a483d3aec59315bd0964bdae1b8964a79021b41b5ea704e665bab188a98f
27|16|choup|unchambered|f6c1f1a5c9715ac1799c88492ec93f0cafcfa4a046c8aed1fae34cd892ce8f4c
28|25|dicotylous|anomalistically|03b96b1e8fdf470b00c5d1c8d88753e3f33a63bd2928906451173ea428b073f3
29|17|inostensibly|amsel|e25e531638657bf57243f10ac0b8fd09fa23532ada141ca163a75a626cb91ad1
30|20|favorite|nonsymbiotic|3639ef2c334975b232c4a82253e44478ef280ad487af0254f0da385db26d8232
31|25|unsnubbable|corticostriate|4a2d0d6cc32f891918da48844dc45ec338ce4a77db1fbf31aecd9aabe8cea096
32|12|psalis|bigger|af731486754b4db82e4f1609c346708d367fc661bf878796d866c75a6751d322
33|25|blennenteria|sternomastoid|6e2c17e3f1fe5f22d8bddf539f4782c89843abfb13fbbf32c50d30cc02f4424b
34|14|drawback|mildew|b5eb01e5469d1b67ec1ad9b3ed323593a760c15c9a24b76f53e3745ae86151b3
35|20|Tybalt|calcaneocuboid|7f58bebddd98673f250ecbde6b4eaadb0b55c96088a37fc85c6f2409fa81821c
36|24|madreporian|preteriteness|efdcecaed090849f9802efe24866496ed57c42fd00fc20b0129b98c091db1ca7
37|16|pyorrheic|wagedom|6e67674750372085c0522f8f7a570ee137ca0d623a2c766795c10eae8fb2e359
38|13|Mercury|mensal|1400b6dc41ed78e02bdb21d1e2bc821f7595308762f8fd6ec4898d008d9d5084
39|22|theologaster|Copernicia|0dbe28e2dba334b1c0d4399f6ed74bd07727c615b2ce1521599c63b99b4748ab
40|12|lenience|kalo|d78e02599b1539c8568347f14e7a4a7edf81280bffc0985866a2ec0c1c10ab1f
41|9|patch|dout|5af66809f9558be6ddf249283b23d0ccf1d04a34ab27106484a799cd350da1cd
42|17|petrary|ovigenesis|7f19664e405b2ca4ab83666537b985fe5e8d781c06b8adb9f903cfa232182751
43|21|ultraviolent|obscenely|2cea879aba1bd04cb0eacf30e63c68652e71401b78bc618924d6f333ae1f6931
44|12|Araucan|astor|ff50041acdb2cd18b7ce251f27a4055192ba97a879f019e2575a3234c35df8f2
45|27|resurrection|sonneratiaceous|77178ab2f3ac430bcaf861b5ce4c91936a4c118c78c05e23154af135e96625e1
46|26|respiratory|knickerbockered|69a7a6c089e376b3a8e580c62746d927efb106ddcec989777f975455c0f80de7
47|18|Penelope|relevation|ca52d0e5280438614cd3861ca8b8c9ae776734b235cf2a54a219b6951af87033
48|16|Elon|polysyllabic|25124b5441743b170f3004dea8d4bfca1e4b42d8ce83a4f65d0ff36a4c49aef3
49|29|triplicative|Ptilonorhynchinae|6a56815630c453b134413b2218ea23067a2b155392bb2b2390c7a4c50d9aba0e
50|25|overexertedness|supertower|c211575c5b4a993ffd638fdac6b6f2d569f46239bf569346a4153b82d1857cf3
51|20|unfilially|oligomyoid|de19e156f90ca04d3da590cd976fa10ca32af0a3c767ca1ab69b4d2874ec11a8
52|26|constupration|cacophthalmia|53dffb811ae3f01ff2fa4cb406ccea1d6960005750c242bc8c638f019b4ee751
53|29|scolophore|theologicopolitical|88ebfea894a0dd842d7dd0092a6440a22fbb156531d3e6165bef0c3bc479045b
54|23|arthrolith|liturgistical|4b6a8918f30e34089825222d0986b01f4e75b891b406cc74499ddbe88c8d98cd
55|22|decalcifier|ovicellular|d58b5678cb67793fe87f7da961eec9be9b7ec8bf54a5ccb7f272f57a4053795e
56|16|notaryship|Belili|b632bc188a145dd66c2ba90b30ae7b1d5b53c97e56b73043eac61c71787aedc0
57|23|Darjeeling|sanctimonious|18c93915c23bfe905868e8b874f50905c86b5e4fa3567c0ca0c52dbb2accb395
58|21|praxinoscope|pausation|5ec8e09fdc681fc205617460509276cb37e002cad1d714b11bc8b1a48074b915
59|16|isophoria|Russine|71c2346c9b9d9f5bdf61f03e91370009c7770a130dd9b6160a7d9ccf0d029f5b
60|18|autoconduction|wird|a3ba1a2364a4c60c18be3c015b902c3dc957542d4105a0ad3f083b370ad3e15b
61|19|Frenchness|Placoides|32c52b6dbf7ccecbc43ee3c6277396c2fe029a43b8182c1fd3dde7da44420793
62|20|Styphelia|downrushing|513bcfa563b0ec91eba8fe36d45676e840ef40fce7ff1e743376d8c3f426dc42
63|20|sodaless|cupuliferous|5598e4044cdb76a560e1df683f406f3545692dfeeabec4fa9abb5c13ac4eb549
64|19|existentialist|seary|4673054ef34b62c0bf1e8abfc8efb2f13275cdfd216a2bbba275f80ba74c7212
65|24|Turanianism|Steatornithes|9ac0fbc369c55b47bdf333419d9a7b3e803981b3a66b6e55eff73d37e70662bc
66|19|erugation|bennetweed|895626ad34ce703dd6ddffb65fbb8b6ef8109374e5eedd4526022eebb946184b
67|25|philopena|phragmocyttarous|74b828592fe739b4549966e4837f515b8dc6afc8955c9f7952179086b332b4b2
68|26|hetaerocracy|proceleusmatic|f57c6dfb37ae876557f598b9efa3de24e2f977bb7718e87ef55404ace48c02c2
69|22|nonteetotaler|terrorism|e9a2ba6614fcc0e31380ef648aa4553612e0d9abd61dfad4c03d0f02901b3adc
70|19|typologist|scannable|07fa296fd72416031e44cefceeaeb824dc037e5c37279833da46e614a85edbf3
71|19|interfacial|vixenish|0d43bb5454415b8827e2caf08db3db12863fb8a2fdd51f67e12223e1303bfe32
72|20|aminoquinoline|oodles|f806fa1a12b952cce2925329dfc7b19dba1f3f1efe0cb086a7f97880913e6524
73|22|homoeomeria|lengthiness|1910288e275a6029fbf6cda4c5c25a10b2091a60cde83d6e51a9590d4e85fc22
74|24|interosculate|advocatress|0d2bb5ca80ee525fea76e21fd78b31efab5a542fb41a6f568965c060ff3d7ed7
75|13|Negundo|dacoit|10e244d46bdb1c6295aafa708502217d7954827a4fbf60a3335f91771c28fa8d
76|15|nitro|liliaceous|168a53c4f5f025487afdc631aee749c4cae99a9111494c0dbac5fdd6dde2fae2
77|16|pinnulated|Chueta|ec2fbced3545d7891e5b1607caac938aac0921b73f4052e541515f2cf005ab73
78|20|gutterling|polychaete|344f7da7d56c99d9bac589a68b6e64dc7ae5d96c5e48986ee749309ac28c0142
79|8|dier|bale|c9d8e5b39f267f440d6dffc9f02480548f1b98c83dde1bf84a0bddeeae38181a
80|20|syllab|thermometrical|1385b4c5bff180eb5e4d04084c84a209a0853b7107688fe201a3c1afc9e979ad
81|24|amissness|retromandibular|13c783594fe842441bd6f8ed56e6712db6899a0fc1631640ac38233a984dd6aa
82|26|schizomycetic|Enchytraeidae|2cdaf2f9dd192a9af0acbeccda7c2d20cd2984171f2e4ba74c431aed3df3ed6a
83|27|propolization|sulphuriferous|98a0ff0f7fe1b7ab7f0497d9e7edea698c3a65978ab9e103526206c7b652e413
84|17|chloroamine|Elaine|390c88aecb052d4357518dd5303a7fa08567da2f54f8992970e791f01bd644a7
85|24|pneumoderma|endophlebitis|212af1b9d3649a6e93b4c69277a69cee03321ebc4c273b3cc40b9344b4b0b4dd
86|15|campimetry|rethe|55aaa0ca615968bf790e8f40960a4a4b4a321a8fa7074825ec498b90c923d653
87|16|poss|Palmellaceae|3d63804b436dfb60b87ab657d787edf40f93c41d4c9802dabbaa8670da7b4cb8
88|20|aphakia|arteriopalmus|b3c1d8bcb87388d726c360b01791e28f00504cacafa7364286a8e562481f511f
89|16|sparge|educatable|efef52d48093173de75d7ae158852520116266d182e010f0e0a195c4880fa1ef
90|16|dirl|overgracious|3e90ef48cfef834adadeaf4b5ccd888dc460d8c7b553df0375fb9d68469865df
91|17|overlove|cofounder|d5855998cb223f1a542a42365af4aa3e73ac319cbf363f4f7d19203de3a1b45e
92|18|killdeer|divergency|ed12d5bff6f3fd7bba4b90337eb71dd8884a5dd97d8f4482c1f51c75955497ac
93|20|vendetta|furunculosis|5eed0d6414da44eddf647ec317b07fe620614e1900e2710394e954e2a22baa51
94|19|extenuation|xanthane|b8b46c7e102eb9c6027685fdea6896e92f2c1920a59d236a413a781ed486b071
95|21|auxetic|miscollocation|8ca225bf39f179a4a7c2a26abfb40eece8fb085aee04bd15cfecc8f960ffebf8
96|14|subgod|catholic|a6ff8e01654db8a1a3951df6c3486d6e6a3dbf9a97eb83ef7fb300ca17886eb4
97|24|laparocele|contragredient|46a6218f0e4ead7899bfe2274b3ab0833d2c933c5267bee2e0471d3ccd861c72
98|19|unwarmable|goatbrush|4a30125a9f9030cfb11c6a53a406f626a2327aac066f7598579691f98fb5e8fe
99|23|disaccordant|monumentary|9e6a1c16c4be9d3beaad1930df30d20ec600724f000677162cf818674c5e128d
100|12|heroid|Prunus|a7aaa785f1e3ede1a3ec208c54ffe6ea978767aec4125dd7d5e1b737c21a6b2e
101|22|stanzaed|innumerability|a3b27453e69097ab95b4f262a1444c433051d908cb6239ce22071259a4e93c3b
102|22|handcraftman|covetously|67bd2a5fac544cc4dc8e69340ab29e015bf11df4efdb9286a39654d8bffd458a
103|22|bicylindrical|tendotome|786180bffc78e390736a578348d64865dd1506185bf7ccc732c5ee665f16681e
104|15|bisetose|prattly|b0223f4f5382abe9fee4b6f903d88042577071fd0843a50092793819cc0177d3
105|22|dishpanful|inspirometer|316d4a69381d707e25939168a6ed3f2535be4cd6b3c69d17b7b8516e19e92c6d
106|18|provision|traversal|f4d17b2496b1363011677da9718c244dfb3d27c752ddacbb36ec8d23a626843b
107|18|telepathist|boucher|51beb93337736c1d1d60e6528bda15333b1cf3cee9adc99b016459d10f0e3b58
108|15|canalling|fagoty|6520f314027210ae4e2ae4b8857940c41186de48f298804e6ede95e8fab9b46c
109|17|syconium|crinanite|ba80ff73d6da4e8cf11406c6bc594659c27b0718dc8cc3170ac7f4db2c0d5c61
110|17|surdomute|semidome|8367366ecc234a29044539edd34db9046c688ab514e934b29d5ff1b2b63b9992
111|18|semifixed|gneissose|cf70025e742a91ff31294417f3fb81bf76ab38eff6e29d46fab87e9e7241cf5d
112|20|unimprovedness|calker|ab825de8e00ca7ad5388340a7d8a8e8b9b4c7395ce9ce4292d6ce48cc3f2d822
113|22|landlouper|trochanteric|bddd948c580982d4c2549eaaeb15dc193e7bc05a4587d7c5fbc67c83096f9a10
114|17|Apneumona|steapsin|d3a2c25069f8a336de043181c2314a9ce8232fa0fad09ed5c810e1b9a2808320
115|18|domestically|hinoki|a8069afb2c6d230caa2764933149365d087dc778c7c19a655a44c5aae4a31a05
116|15|prawn|gelatinate|05a478574e95f8c56ebd7e2bdef96af01af3753b30aef113fe689903e0f4803c
117|23|Peripatopsidae|unforeign|ff0ccf126396be8f90709f4eb226013b8b7179f83dc7879c2e22db20cba61ea7
118|14|guaka|placement|b98f9136ddbe3f6bce2f0db0a8c2d7ae608cc1b69191da7c3fe82feb72fb627c
119|18|purine|arcocentrous|ae6aff77caf90893e2f1e88b4567bd60308280c72b0ea8b88b8b4587956b1f48
120|22|torturingly|gestatorium|9d8cdaf42685dc4060e04a105a994cbc417ddc8df5b59aa58e9aba884d1b9299
121|17|feasten|Boedromion|fb86cbb44199a3b155f5ea269e6837ec153bc6fb20481ad2e36823b5ffadd78f
122|17|stearin|anastrophe|745ddab598e9013e9b777b5b5a2571687de074e6ddf97060284fadb20c4e3285
123|24|girandole|hydrosulphurous|0f553030a0b146d67ac5b7764457c7673bfdedc655efd54c982185db0d46f3a0
124|19|hagberry|proequality|86bf9c4e15b76a9a0cb77f1367f76ce783e02e1e1b1036b354b40cda3c877387
125|21|redecoration|unexhaled|8049c87f4899030a891158b2325de61848411f47a9381b02b79d99b4dcbcd580
126|15|portably|aeolina|505d79384ff1c74aacb19b875002c93cc9813eaae866337c867dd944039940e1
127|14|unscarfed|thoke|d1cea7d0eaebe8c416017d6f64d70ce2aaed70f0189aae2ab13132e4cad2bcae
128|21|foreconsent|angionosis|0447129ab70bb09a646417af63d7d5b3dc4028ca66fece2f8e573b71020f2664
129|21|cautelously|sightproof|3653489a1e33800e16621c20fc9a21ceeca6f77d6d406656a769c42811d08568
130|17|blacklegism|rhymic|f9e81c35895a442f5edc48e96b2a7a52cc4409c07efcf68c5af31f96bd223b7c
131|21|supposition|isoclasite|4581d245adeffb9c4f71340ba36b939d4aa14ae9ec9319e81f6a17460902c950
132|26|misachievement|immortalizer|b8e1d541245ca7c3336bd47b65a98878dad5b88d4dfd43664bd16d44be6d1b8c
133|22|comfortingly|creepmousy|9acb19eef89aebfd2649acba31548f341da3cdb21533d40469fe8843ca7cc48a
134|24|hesperornithid|cataphoria|a50d893bfc8253ae4a0c9c8a37eed2b8bf06275033ef0eb92fe049c42b505a2c
135|17|foregirth|flywheel|5baadbc57336395ead76672a25d56a1deaa34928c8d07d74e95d81450a48eda3
136|13|Sobranje|topaz|537d92e5a0e2e0f1c435fa25b5a64decc21af3a0692b077a11efe18785032a74
137|17|Bougainvillia|more|83bb76ccdd58745c9c595f3e6f02c838f1867fa91c9c23451c5a9d7265b7a458
138|20|Barolong|preachership|4c98bcadf13790a19fcfbca3593839fe33b955d55feb6da869ed7e5aed5ed372
139|23|trachelectomopexia|arrie|6c766553431d3f2a654441790a8ab85d685eada7aaed4f6b363dab3c9d78e7b2
140|16|hooping|iododerma|f3450f90ae9904e4c47e1f254d6acfbecf33454b93f0a5cbc946e7c201207f8f
141|20|basellaceous|Castores|0a9137a5444aaa8e6870fdbc88879129d6fc25e3719276f9e481cff9cd63d241
142|11|Sahaptin|gen|bdb47af409cef9547651c53136af0a3f386960300854a6f906d40ec743338eaf
143|25|bicycloheptane|telepathize|a992b12707b37e25eaac63dcad49a36dd6d3d76ae4854caa86dc5474d970b17c
144|23|cercomonad|confederative|0a7f2ca517627deef3c072fded61fc48ff1e45a6dba8a59fb02338b5033e6799
145|20|prevalescence|refuser|8b99fea8fcd815c916e2af53bd57a41b6c78e322e3da8098fc3b8b2b3e306b11
146|26|saxifragaceous|coffinmaking|2d518058072b0f4d3a88577dc9aec0498a215063a3129d61cae2fd13a25c328b
147|16|racemism|pondside|678f4f058062fc68ee85ae302f2ac24ad90eab94dd63dac5ea00554d6614f834
148|17|fifty|monistically|b78df07c5331c7374e353f412633566786f03e64feedd16be38631cfbcfcdbf2
149|20|angelship|Titanomachy|b4852c37647a50b67f4e72b1146126d8e886f5174b1f14fbc25600ed2e65188c
150|20|anidiomatic|doddypoll|37b045e546b42fd5ee6bf90810157163d8e6708030519ae5e487adc3a3d6a148
151|21|Petrarchist|scrutation|8a4f4924ba79b7b61c325287afcdb56d62ac587b1a8061a847eb4fe817bcbaac
152|19|ambier|picroerythrin|7055973ef0fa2c24caf7edd50b7fd271e097524d82085d61b6296bba7c3589f0
153|18|facetely|Adullamite|9d0ffd449cc10105dec3a3b16f6e2cbeb78c8ad582d39d11037b2f8ab8d7b8aa
154|14|yomer|limousine|9e52b7b5282a262e8d0ecfcaa7767b24ea4c208e169d62c0fd6896fff899883f
155|13|veratrize|mice|12a77fa6ed0d6ad47106c6ff6669788f1fad869dcd3da15afa4264f514921fee
156|26|chrysanthemin|allotropicity|2495d111fc01353331e44c8d9113db9e660e31d032a057cd7aa9d8c75aecd0d6
157|15|symbolry|prefine|b42388c230cc855c8b28ef6fe128e7ec0421a88b6ed7a41d27decc49bbcdb253
158|17|unthought|proteide|15caa65133c1d94ce847691642558adb2927cd37a2480beb718640cc217d9e1f
159|17|melismatics|snoopy|63713e17ce77466b1c2b9c4617319465dcaa0f7e4007f50ed8fc857dede9ce35
160|14|polytone|belaud|06a624fadd8e909c7baed3e257bf525a9e8ed00c18f42b8e9879da0b6c3b21ff
161|22|intervillous|absolutely|10aef8519e9325be39374313d710ee11bc79d2c957276c6f2e124a7533ba7b51
162|25|Triphysite|ophthalmetrical|b673072380dbd3dc29d8b3daadc733888ea130dd9368811157dde7560371e0a6
163|27|cognoscibility|allowableness|0423f5f94a5ad972e75c356a2575280f43b3674486258792b31358ea66c6c7a0
164|20|tannalbin|Eriodendron|016472d3cbfeabe5a0cb469ab1f2b14fede32bb9fc0c6508209f22d1876dbbe1
165|18|buxaceous|teaseller|1816290475296e94afb6b8522d9211e9dd8220d1248169d7c7f5679b2fd1e280
166|18|aristocrat|unsealed|92d44cd47198eaf0be44e13714207e994fae37547f560671a693573292b27376
167|22|atheologically|strawman|cc269bd4453e17cf0b1d0987c21c221717abcb53ab57875e83f632fe2a4c9e71
168|19|domatium|Platycarpus|ae717b8ad55bd47412c30e2192c8ba65aaa9f1948592217c77b26b1b30956c67
169|22|thermosetting|forethink|2c9979fb77e008c2cc056991f130a20d42e5059e88d319075df48244d5d03c52
170|19|entapophysis|redcoat|ceb552afe238fdcd857dc453c5991031803ca163e1467a16b0afdf869cb50cef
171|20|styrylic|intelligible|884d232b8cad51c379ef33e6d83666ba2ba6d9f8a524f7edec061a3ff9c074f6
172|18|waterworm|withertip|902e889d870408097b51508895b9942731451b663c9319276ea18b6e584dfde4
173|23|megapterine|angiophorous|cce8189887a0a04a05d797e4a00453bad6bff69a4c85b4a60a48b109f6c9db91
174|19|equiformal|fractable|205eaa358132be100b319553b39c1d2c00cd72e98561d662ea3d57a4288da72b
175|28|perpendicular|presignificancy|68a925c137e396f4b4b510da7c225b2b5e9f63dbce8b5b2a0d26e2de86b5dbe1
176|14|overhauler|khir|23045273fcf151a290f59cb805279fb137e7f9b372c38aca5b42d077c1837581
177|19|interspiral|icequake|6e98cbd2be848658dd096942c0c76fdfbf3aca91832d488891cb24cc9dab56c1
178|16|funds|drunkenwise|476f5ac712f287e869217d8450e3b580928c1ff157742f0eac0bd017462c99fe
179|24|ratchment|polyautographic|ab6305135db96b93ed002c82475ee5d3584ea2e0662f9e2c9c94fbde21234ab8
180|14|factful|inlayer|9d43ce8a7d8cc587be53a6f3943b82ce255a09c1897bef44234efa35c0c2458b
181|17|lithophany|upupoid|684d5234b2a0a72a7d27338be87fd066f7793f83ca095c9370726c269af332c5
182|12|Pitawas|unode|d24404887f3bb769aa9b3423ca77fad5e3c55b0998a5f171990464f73d3b4b65
183|22|prediscretion|quercitin|40971ab4fc2ba52d62877364d9319aa6c0373711720b5f79f5df944638eaec72
184|16|eleometer|ravelly|2660eb43f91902100b0bc6804da1966bd809684ef3886a433e685b32da7b9838
185|28|tuberculomata|questionability|9a81d6168eadea7b3117dd7504b0a2a62841c8d2ff2fbd3ac850f02f06003952
186|21|dendrocoelan|sedgelike|bead3d235e75377143fe14ec64e0e4baaff0815cdae87267de46a7870ee998e1
187|16|puccoon|pulpitish|7de4d241786501deba1dc74c7963dabc7cdbac0eb38ec412e216bcd085678a3c
188|15|owlet|ameloblast|ff62ca5becb271d838b7a275854b9b184daf90f691299d39a970b499e42f46fd
189|19|Jhuria|aboriginality|6d8bf751a85bfa77c4ef901cf3fe1ab55a6f43f9a9e8d1e14465dd94ed3098b7
190|30|unflatteringly|superpreparation|0bb0aa76452d8631638f3b33e424c1309a761fb2398878a3f1b0acf2a8639b84
191|13|outlet|mislive|f4c526b9de16ce782e49a09500c095b3343ea4264111aaaadc9b65c2556b88f0
192|18|Bdellostoma|polecat|da58e5e7a9aa907e843308d6c5f9c335d11ff23cd3c169ff3d0f076468b48289
193|18|prepotence|Mosquito|e51beb13f177b00b9d0dc0f88e6ec5cfe4abf67d7d0bf10dcbca717d4fb0ca08
194|19|trisulphonic|asqueal|edf9292384ed4a6ffe0923b5e894963ab172979f777d12c706ec2bd68ea2372f
195|20|partyist|uglification|d018e95bad24753ae81b829c6b98767e74d4d9117330742988a0f1a1e4b768e6
196|12|hornety|nabak|509fcf262bb3d8683d3a26ef4e530837b9c65a0b4c706022519b6803ec401d67
197|12|dupion|Gynura|8bd51058275d7bf79031eb242bd325a47fb39c9d05b5335c835570369bdf5061
198|14|foreskin|troika|c029a899fb32b99d8dec49ec162619af514f68572810fef01dfe7855ea085251
199|16|uncomelily|parate|decccfef03eedb9570a343d862c8d7bd8f3d7c9e14fccb53ab94cf768f6e8122
200|23|oinomancy|liturgiologist|a8b992eae4df7628128fe740df3fd53d051320c1e3de4f6639fe5a983ddb0bf8
201|20|falsely|mesobranchial|158bbc215b744455c01dc90cebf8534895999b053f15314898c4d82abf1dabde
202|17|Fidac|toolbuilding|ff6be80bd65aae5e553096215c40af0fbb76b408af2a68437c6c23cfd3123ca0
203|24|cerebroganglionic|lechery|addaee637cef7e9a92434807091ce72113bf5118e269b9055e36e291ca52cc90
204|18|aerobiologic|cytula|ce43db6c93b1880d7dba30e4e0fe33ed797e6c5e01c6f7431eee89710779c0e6
205|21|selensulphur|lavishing|a3980d053fe988626f1f1e92dd3ea305dc76b1742e24c9b7160c9474947323e2
206|15|amphichrom|curer|619608dd53f4ea1922b68cac5fe9a1713cb70e2756c1cbc52d8866e566c7c29c
207|11|scopic|vowel|20f9fbd9ba4a718542e886d3c06d62acda1ce5d7ee2adfce823b3cea1946a3b7
208|18|Atlantean|rebringer|da2a181669428c801ca5247ae80ed59861205db13cb4c0ccefe50025c453714a
209|25|unconfinedly|interbrachial|56bac445f68cf28b209e3bcf3750f83bb340f5de6d673f3b04c4ca07c6b8bea3
210|21|taxable|bathochromatic|966a6d64cce85277874601b450c3959aba082fcf2e3d813fe040063c85f52c68
211|20|Coriolanus|marshaless|e7cc782fa799798b06352dbc8dacff421960b8c0a1d6b3c24adde139d78e60fe
212|19|discountable|gudgeon|05bacdd71431990417a5af34e082daa41423b78c23f8c9d63ad4d806ad548848
213|23|overtaxation|archdeanery|d7433670bd4ee5c2f73723c1df7a0abf997dc74b3426972df24ba3a1e04dca02
214|17|unsnouted|phthalin|17f45f1f202ed3e69a7372cd5d86b574c9c77b280acd853a286dd8ef5697e0ed
215|18|sarcophile|xiphioid|008d180f9d16274eb17a705c101444acb56170450c766cf29ed1f3a3f2bebe57
216|24|unappropriation|superavit|eeea841e5119c680d9db05bd70e68a7b7010245f33d830e7da269bef0b1d150d
217|12|cantar|burnet|4000af4427d294df2baac11d52d12db70b2c7d33c80d10a68eab448e36700ec3
218|14|caird|prelatial|2de030278b4cda186c3ab166c78fcb832a71b04cd03a7192915c6cc5996ad9ed
219|25|monogeneous|pentecostarion|e834bdb3b3fd0b0811edca6f81bfd65793f6b20223dfcd9fe78f72ed97cfb3d2
220|23|protologist|navipendulum|c898dfc4bf53da202729a233fb06b8db73e2403101d727bee0ad75a2375aad16
221|11|grig|huddock|06f55657768010a89af8873f859f6bb226e6c3efc69632a63457180e5b61efc8
222|24|stercophagous|fabrication|1a2879a6cb818d8764dc466a1b4f74c836f0c094cc7a82789084f48346b2b71d
223|20|systole|fractionalism|49b1776275ddd76de07fb1fa0f61543c5e9a420f1274dd3199e272eddf7d550a
224|24|sphragistics|firmisternal|14a530e9f51eac04d2076b74923dc2990ec8ea15ebf0fd66a876c5d0618fd2d5
225|21|kerwham|castrametation|3824e8a787c283c55c48475edcf4da46fd50c7fd6d3a08dd05e1f91318db299d
226|18|xiphosure|applejack|7407c4483482a79adc9af19fa95d64cc157b93f876d0fa6804c4d43ef7a952e4
227|20|lanuginose|auriferous|d8b0d84764dfe76be95f3a4dcce897c0323dbd6136c2098ca15a747b8ff11a84
228|20|porphyria|micrococcal|2e8b703d58ecc66fe5396ba71fefe0a4c6eb6b1988c4f0ec8c5787ea86bcd549
229|15|Castilleja|yucca|890bf8ccf8cfb4e6a94c2d585f43f53831e19d33f5eacdbd1af43b5a0e692776
230|18|procivilian|stibial|ff3412e6eeebd6776fb2a829facd7df8c6fad6120e415bb35b666d78f5bd856d
231|13|egging|updraft|3cb21acb65ec03469a0fb245163c5b7b9085b95538006dcfd917e5283fd3be18
232|21|hatchminder|maidenhood|539340c84baeb7de7440ccd22c20c939d552d8943d1e2a692983706a486c5683
233|17|siphonogam|brocked|ab5e7247871c079ec0f4ec361ea608c8c470eb76580c47f5ff7721b0177f8692
234|20|schizothoracic|tarred|1f8267a5845e04eecb920d8ea8e6adb336b3848215fa55d89a056eb5a795a100
235|17|Arctalia|delftware|715ab973d2a5fbd4baf1d2d208cd95cd1acde86eca9ff6b298ef8a538a0c4ab5
236|17|Cynips|fraudulence|c98a11bbc4ccab973fb47ffe66f853c98ec57e90223ad56ae257ab9bd1a66608
237|16|plesiobiotic|gave|60ef8e6bcc076fbf8d5f5845270aa2d49de040a5101e7600ea49238870a53ea5
238|21|Pickwickianly|didactyl|c953ab4c0985db4218daaa990223e9907155ea425e1c16d97a130b660d5d5f9e
239|16|trenchwork|leucyl|e6cd841a3e1722dd79503779a21739328f2611c2bda7fa888c437bd53468a590
240|12|byepath|Zohak|9726e680bc1297c600ddbb6b15b53431495eba5d9e823c99b46071adf55001a9
241|18|desertion|lamestery|a229cd52c73baddb2570b95be7431bdb8d885a404fbecb458a7eaf80365e77f3
